customer_id,age,income,tenure_months,city,plan,is_active,signup_date,churned
C00424,51.0,20517.35,97,city_1,basic,False,2021-05-02,no
C00425,26.0,35529.63,13,city_7,basic,True,2023-07-19,yes
C00426,70.0,26585.27,22,city_37,basic,True,2022-01-14,yes
C00427,33.0,21436.97,103,city_23,basic,True,2020-10-12,yes
C00428,28.0,26673.93,64,city_39,pro,True,2020-07-26,yes
C00429,36.0,19915.01,86,city_29,basic,True,2021-06-13,yes
C00430,45.0,64784.04,109,city_29,enterprise,True,2021-10-06,no
C00431,35.0,29541.92,65,city_7,basic,False,2022-12-12,yes
C00432,44.0,19203.87,44,city_7,pro,True,2020-07-25,yes
C00433,57.0,188374.27,1,city_17,pro,False,2021-03-14,no
C00434,,24741.62,112,city_36,pro,True,2020-02-21,yes
C00435,26.0,15386.66,90,city_11,basic,True,2021-01-17,yes
C00436,31.0,29726.15,41,city_7,basic,False,2023-03-19,yes
C00437,42.0,41030.85,31,city_37,pro,True,2020-11-27,no
C00438,30.0,,108,city_12,enterprise,True,2021-11-25,no
C00439,67.0,60587.22,112,city_27,basic,True,2022-08-25,no
C00440,52.0,34455.62,3,city_16,basic,True,2021-06-16,yes
C00441,21.0,65061.85,52,city_13,basic,True,2021-06-09,no
C00442,50.0,64973.46,12,city_5,enterprise,True,2020-05-16,no
C00443,44.0,58278.9,71,city_26,basic,False,2021-08-18,no
C00444,35.0,12850.43,14,city_20,basic,True,2023-09-21,yes
C00445,29.0,34138.51,47,city_32,enterprise,False,2021-01-06,yes
C00446,19.0,,95,city_35,basic,False,2020-12-03,yes
C00447,55.0,60032.85,39,city_38,pro,True,2021-02-26,no
C00448,55.0,12763.16,71,city_33,pro,True,2021-02-26,no
C00449,72.0,157933.16,65,city_17,enterprise,True,2021-08-20,no
C00450,66.0,60689.57,89,city_37,basic,True,2020-02-20,no
C00451,27.0,53589.93,13,city_38,enterprise,True,2021-04-28,no
C00452,45.0,44668.26,0,city_14,basic,False,2020-12-29,yes
C00453,37.0,47488.63,92,city_36,pro,True,2022-02-10,no
C00454,61.0,81849.71,115,city_0,basic,False,2023-03-27,no
C00455,68.0,48572.11,69,city_31,basic,True,2022-01-19,no
C00456,38.0,,103,city_21,pro,True,2020-01-13,no
C00457,20.0,32973.18,88,city_10,pro,False,2022-02-21,yes
C00458,65.0,34875.39,72,city_23,basic,True,2022-12-18,yes
C00459,26.0,44968.31,86,city_25,basic,True,2023-10-01,yes
C00460,38.0,50262.41,112,city_24,pro,True,2021-12-05,no
C00461,66.0,11287.76,107,city_24,basic,True,2020-06-16,yes
C00462,28.0,41693.22,104,city_22,basic,True,2020-11-09,yes
C00463,50.0,27240.33,85,city_21,basic,True,2020-04-24,no
C00464,63.0,17543.6,10,city_13,pro,True,2021-01-17,yes
C00465,20.0,18321.2,110,city_5,basic,True,2020-03-13,yes
C00466,40.0,29351.87,27,city_20,basic,True,2020-11-13,yes
C00467,21.0,23567.05,76,city_9,pro,False,2022-10-01,yes
C00468,59.0,24642.1,19,city_19,pro,True,2022-12-28,yes
C00469,46.0,29232.42,65,city_10,basic,True,2021-07-13,yes
C00470,71.0,21291.48,113,city_13,basic,True,2022-12-01,no
C00471,,43554.66,55,city_3,basic,True,2023-11-10,yes
C00472,70.0,51214.42,4,city_10,basic,True,2021-05-16,no
C00473,63.0,108193.96,36,city_7,pro,True,2021-01-30,no
C00474,56.0,54975.63,31,city_32,basic,False,2023-06-20,no
C00475,27.0,23840.37,25,city_9,enterprise,True,2022-09-05,yes
C00476,59.0,42591.24,72,city_3,pro,True,2020-07-12,no
C00477,59.0,29746.43,3,city_11,basic,True,2021-02-17,yes
C00478,54.0,24153.5,11,city_13,pro,True,2022-01-30,yes
C00479,58.0,33690.5,114,city_32,basic,True,2021-08-04,yes
C00480,30.0,52165.62,64,city_11,enterprise,False,2020-01-07,no
C00481,52.0,25956.97,41,city_34,basic,True,2023-08-26,yes
C00482,54.0,24204.01,0,city_17,basic,False,2023-06-19,no
C00483,40.0,35320.07,85,city_29,enterprise,False,2022-06-26,yes
C00484,23.0,21536.2,32,city_27,basic,False,2022-12-03,yes
C00485,33.0,43672.78,74,city_11,enterprise,True,2023-09-17,no
C00486,21.0,42233.97,47,city_35,basic,True,2023-11-04,yes
C00487,55.0,17017.01,78,city_24,basic,True,2021-08-15,yes
C00488,,50449.77,92,city_34,basic,True,2021-03-20,no
C00489,40.0,64355.81,50,city_19,enterprise,True,2023-03-04,no
C00490,64.0,37494.97,44,city_26,basic,True,2021-04-10,no
C00491,32.0,,108,city_37,pro,True,2022-06-13,yes
C00492,54.0,54943.63,7,city_14,pro,True,2021-03-31,no
C00493,37.0,14522.76,105,city_23,basic,True,2022-05-27,yes
C00494,68.0,75901.14,94,city_38,basic,True,2021-07-22,yes
C00495,,19357.48,29,city_37,enterprise,False,2020-11-24,no
C00496,55.0,,78,city_19,pro,True,2023-09-01,yes
C00497,64.0,,52,city_7,pro,True,2023-11-07,no
C00498,41.0,35048.63,21,city_7,pro,True,2020-07-25,no
C00499,23.0,60714.1,7,city_6,enterprise,True,2023-08-21,no
C00500,42.0,,104,city_27,basic,True,2021-04-16,no
C00501,29.0,18163.91,77,city_25,pro,True,2021-02-08,yes
C00502,44.0,24345.85,3,city_2,basic,False,2021-12-04,yes
C00503,71.0,,60,city_31,basic,True,2022-08-13,yes
C00504,52.0,35531.52,34,city_19,,True,2020-02-25,yes
C00505,34.0,34484.52,42,city_30,enterprise,False,2024-01-12,no
C00506,59.0,21120.31,118,city_17,basic,False,2022-11-25,no
C00507,,,114,city_12,pro,True,2022-01-26,no
C00508,52.0,43644.78,32,city_11,pro,True,2022-08-21,no
C00509,68.0,38854.29,44,city_36,pro,False,2022-04-06,no
C00510,28.0,97582.23,81,city_12,basic,False,2022-01-12,no
C00511,22.0,,25,city_18,basic,False,2023-10-27,yes
C00512,21.0,40329.6,2,city_28,basic,True,2020-07-15,yes
C00513,22.0,13631.11,51,city_14,pro,True,2021-07-20,yes
C00514,58.0,33129.59,106,city_1,basic,False,2022-01-02,no
C00515,25.0,20979.37,51,city_16,enterprise,True,2023-09-27,no
C00516,60.0,63973.41,16,city_26,basic,False,2020-08-21,no
C00517,66.0,7651.38,23,city_15,pro,True,2021-09-12,yes
C00518,,,41,city_24,pro,True,2020-07-03,no
C00519,57.0,55661.76,61,city_18,basic,True,2021-07-29,no
C00520,74.0,77316.88,112,city_17,enterprise,False,2022-12-09,no
C00521,28.0,23039.92,38,city_3,pro,False,2023-04-06,yes
C00522,26.0,68141.93,27,city_32,pro,False,2022-04-27,no
C00523,47.0,45649.0,87,city_2,basic,True,2021-06-25,yes
C00524,22.0,41690.03,66,city_34,basic,True,2022-05-24,yes
C00525,18.0,28219.4,21,city_6,pro,True,2020-10-27,yes
C00526,70.0,62667.6,61,city_31,basic,True,2023-04-13,no
C00527,67.0,22603.85,23,city_0,pro,False,2021-06-29,no
C00528,41.0,21051.96,116,city_16,pro,True,2022-11-14,yes
C00529,38.0,31044.55,68,city_13,,False,2020-05-28,no
C00530,47.0,15690.2,113,city_35,,True,2023-01-17,no
C00531,49.0,56811.2,117,city_38,basic,True,2022-12-23,no
C00532,66.0,14773.5,92,city_29,basic,False,2021-08-27,yes
C00533,67.0,10209.63,56,city_21,pro,True,2020-04-30,no
C00534,66.0,63487.8,36,city_20,basic,True,2023-04-06,yes
C00535,60.0,33143.74,50,city_24,pro,True,2021-01-18,no
C00536,40.0,41904.66,6,city_27,pro,False,2023-01-05,yes
C00537,48.0,19514.56,84,city_8,basic,False,2023-08-21,yes
C00538,68.0,30166.03,9,city_19,pro,True,2022-01-22,yes
C00539,18.0,10603.8,58,city_6,basic,True,2020-08-31,yes
C00540,,69469.16,5,city_15,pro,True,2023-09-03,no
C00541,38.0,47455.33,36,city_26,basic,True,2021-01-06,yes
C00542,33.0,19006.18,16,city_15,enterprise,True,2023-07-05,yes
C00543,38.0,41057.96,63,city_33,basic,True,2020-08-12,yes
C00544,35.0,94923.98,47,city_22,basic,True,2020-12-24,no
C00545,28.0,57982.78,23,city_20,basic,False,2020-01-22,yes
C00546,18.0,31445.69,94,city_3,pro,True,2022-10-31,yes
C00547,18.0,58510.97,11,city_21,basic,True,2022-11-19,yes
C00548,52.0,17921.36,5,city_11,enterprise,False,2021-06-14,yes
C00549,53.0,15713.57,107,city_5,pro,False,2023-01-26,no
C00550,73.0,13315.67,25,city_10,basic,False,2020-05-22,yes
C00551,72.0,85226.65,73,city_0,pro,True,2022-08-19,no
C00552,,52642.27,3,city_29,enterprise,False,2021-02-07,no
C00553,,26710.85,110,city_19,pro,False,2023-07-29,no
C00554,53.0,102738.33,71,city_0,basic,True,2022-11-02,no
C00555,39.0,27224.44,42,city_39,pro,True,2022-11-20,yes
C00556,56.0,23733.95,14,city_10,pro,True,2021-01-27,no
C00557,63.0,,61,city_21,pro,True,2020-06-28,no
C00558,42.0,38202.81,7,city_9,basic,True,2022-02-11,yes
C00559,40.0,,5,city_2,basic,True,2021-05-17,yes
C00560,41.0,96726.53,37,city_5,basic,True,2020-08-19,yes
C00561,,109480.48,0,city_11,basic,False,2023-09-20,no
C00562,69.0,,32,city_16,pro,True,2022-02-23,no
C00563,29.0,41555.55,10,city_14,basic,True,2023-08-19,yes
C00564,74.0,15088.76,13,city_15,pro,True,2022-01-30,no
C00565,29.0,40637.56,107,city_10,basic,True,2021-03-16,yes
C00566,71.0,25759.66,115,city_29,basic,True,2020-03-19,no
C00567,40.0,27312.5,42,city_15,basic,True,2020-11-01,yes
C00568,46.0,30398.86,111,city_20,enterprise,True,2021-10-01,no
C00569,54.0,57295.01,92,city_23,enterprise,True,2022-03-09,no
C00570,20.0,12199.22,48,city_37,basic,False,2020-05-07,yes
C00571,47.0,37163.36,116,city_6,basic,True,2021-01-04,yes
C00572,57.0,,42,city_12,basic,False,2021-11-20,no
C00573,59.0,29854.59,2,city_16,,True,2024-01-29,yes
C00574,72.0,23834.9,96,city_37,enterprise,False,2020-02-02,no
C00575,,,12,city_39,pro,True,2021-08-24,no
C00576,26.0,74745.07,6,city_39,basic,True,2022-08-14,no
C00577,56.0,25970.75,53,city_1,pro,True,2021-11-14,no
C00578,44.0,22740.98,33,city_20,pro,False,2023-06-10,yes
C00579,35.0,66481.47,70,city_15,enterprise,True,2023-06-07,no
C00580,34.0,44457.58,111,city_24,enterprise,True,2023-03-28,no
C00581,25.0,,47,city_30,basic,True,2020-08-06,yes
C00582,72.0,133582.32,116,city_0,pro,True,2020-11-23,no
C00583,74.0,,103,city_19,enterprise,False,2020-06-17,no
C00584,71.0,28618.98,115,city_32,pro,False,2020-08-29,no
C00585,22.0,,14,city_13,pro,False,2020-08-23,yes
C00586,,39552.59,79,city_32,,False,2020-05-18,no
C00587,21.0,44294.52,36,city_3,basic,False,2022-12-07,yes
C00588,66.0,52675.51,54,city_35,basic,True,2023-06-01,yes
C00589,41.0,50136.37,24,city_10,basic,True,2020-04-24,yes
C00590,64.0,45638.21,77,city_17,basic,True,2020-11-25,no
C00591,46.0,10939.02,70,city_22,basic,False,2020-11-29,yes
C00592,62.0,14801.51,40,city_27,pro,True,2024-01-14,yes
C00593,54.0,27332.05,17,city_12,pro,False,2021-05-13,yes
C00594,49.0,34262.32,45,city_1,pro,True,2021-08-11,no
C00595,66.0,22667.98,19,city_24,pro,True,2020-01-19,no
C00596,,53172.99,89,city_5,pro,True,2021-02-20,no
C00597,,,55,city_35,pro,True,2021-10-14,yes
C00598,18.0,17943.67,98,city_9,pro,False,2022-12-20,yes
C00599,,51300.09,74,city_3,pro,False,2021-04-02,no
C00600,25.0,38142.29,93,city_33,pro,True,2020-11-10,no
C00601,61.0,36754.03,30,city_35,basic,False,2023-12-28,yes
C00602,,61327.95,72,city_11,enterprise,True,2021-05-23,no
C00603,23.0,82174.91,86,city_23,basic,True,2020-07-20,no
C00604,30.0,42325.36,82,city_4,basic,True,2020-11-29,yes
C00605,19.0,55572.68,25,city_3,pro,True,2022-07-06,yes
C00606,39.0,111210.05,49,city_18,basic,False,2020-01-13,no
C00607,43.0,116951.14,111,city_3,pro,True,2020-06-20,no
C00608,70.0,31126.45,83,city_20,basic,False,2022-08-24,yes
C00609,67.0,73648.65,48,city_23,basic,True,2023-12-01,no
C00610,43.0,17264.25,117,city_37,enterprise,False,2020-06-08,no
C00611,72.0,26495.75,64,city_17,pro,True,2021-10-17,no
C00612,39.0,26476.98,36,city_7,basic,False,2022-03-06,yes
C00613,56.0,11865.74,46,city_16,enterprise,False,2020-03-26,yes
C00614,61.0,45825.5,106,city_28,basic,True,2023-04-15,no
C00615,74.0,10124.86,95,city_30,pro,False,2022-03-02,no
C00616,55.0,59004.43,5,city_7,enterprise,False,2021-05-19,no
C00617,43.0,27178.63,47,city_39,pro,False,2022-01-31,yes
C00618,22.0,21398.55,0,city_17,basic,True,2023-11-04,yes
C00619,47.0,18088.64,87,city_12,enterprise,False,2022-04-06,no
C00620,40.0,28216.65,57,city_15,pro,True,2023-04-14,yes
C00621,50.0,,57,city_4,basic,True,2022-08-11,yes
C00622,40.0,28159.42,59,city_37,enterprise,True,2020-01-06,no
C00623,52.0,26822.02,40,city_10,pro,False,2023-10-29,yes
C00624,28.0,23303.09,9,city_1,basic,True,2020-05-22,yes
C00625,31.0,33335.88,3,city_3,basic,False,2020-02-09,yes
C00626,53.0,,58,city_12,basic,True,2024-01-06,yes
C00627,51.0,65413.98,111,city_22,,True,2020-03-30,no
C00628,56.0,21807.27,38,city_15,pro,True,2022-05-18,no
C00629,57.0,31178.89,100,city_20,basic,True,2024-01-15,no
C00630,66.0,13417.99,7,city_14,basic,True,2023-08-15,yes
C00631,34.0,91845.25,4,city_20,basic,True,2022-04-21,yes
C00632,22.0,51527.8,53,city_36,enterprise,True,2020-10-23,no
C00633,41.0,18893.03,41,city_6,basic,True,2021-07-26,yes
C00634,18.0,60815.78,67,city_17,pro,True,2021-09-06,no
C00635,36.0,35352.94,110,city_26,pro,True,2022-11-30,no
C00636,27.0,29329.93,50,city_10,pro,True,2021-07-20,yes
C00637,24.0,61200.62,22,city_3,basic,True,2021-12-29,yes
C00638,35.0,58460.97,118,city_11,basic,True,2022-08-14,no
C00639,20.0,32456.51,34,city_16,basic,True,2022-09-06,yes
C00640,32.0,83129.42,6,city_19,basic,True,2024-01-03,yes
C00641,64.0,53236.34,1,city_32,pro,True,2020-11-02,yes
C00642,20.0,64776.34,78,city_35,basic,True,2023-10-08,yes
C00643,49.0,55749.79,67,city_17,pro,False,2023-05-25,no
C00644,26.0,64264.31,116,city_5,basic,True,2021-08-20,no
C00645,31.0,39626.99,22,city_38,basic,True,2023-06-01,yes
C00646,46.0,23345.16,75,city_3,basic,True,2021-04-07,yes
C00647,59.0,25539.93,24,city_27,enterprise,True,2022-08-19,no
C00648,44.0,29679.55,21,city_14,basic,True,2023-06-19,yes
C00649,57.0,58785.58,93,city_4,basic,True,2021-05-16,no
C00650,36.0,74320.99,114,city_34,pro,True,2020-07-23,no
C00651,38.0,13809.01,23,city_10,basic,True,2020-08-16,yes
C00652,41.0,40057.31,73,city_20,basic,True,2020-04-07,yes
C00653,73.0,34479.35,110,city_13,basic,True,2022-03-17,yes
C00654,46.0,134015.94,65,city_11,enterprise,False,2020-06-06,no
C00655,46.0,16858.34,7,city_21,,True,2020-01-26,yes
C00656,33.0,63891.8,32,city_1,basic,True,2020-11-03,no
C00657,63.0,22400.79,51,city_13,pro,True,2022-08-27,no
C00658,51.0,32468.2,39,city_19,basic,False,2020-11-09,yes
C00659,,27589.2,2,city_14,basic,False,2022-10-02,yes
C00660,19.0,53135.21,14,city_32,basic,True,2022-03-05,yes
C00661,42.0,34772.88,106,city_26,enterprise,True,2022-04-07,no
C00662,57.0,53542.81,117,city_25,enterprise,True,2020-04-03,no
C00663,54.0,23064.23,8,city_22,enterprise,True,2022-08-22,no
C00664,,19541.92,56,city_9,basic,False,2023-07-24,yes
C00665,65.0,18076.16,9,city_32,enterprise,True,2022-01-20,yes
C00666,40.0,,83,city_12,basic,True,2022-03-18,yes
C00667,61.0,90206.68,64,city_32,basic,False,2021-06-10,no
C00668,19.0,,83,city_10,pro,True,2023-01-03,yes
C00669,38.0,154743.09,18,city_3,basic,True,2020-04-26,no
C00670,26.0,,15,city_29,enterprise,True,2021-02-15,yes
C00671,41.0,24960.76,74,city_13,pro,True,2022-06-08,no
C00672,64.0,30082.01,10,city_25,basic,False,2024-01-22,yes
C00673,69.0,19256.75,68,city_23,pro,True,2022-01-14,yes
C00674,45.0,62399.36,89,city_35,pro,True,2020-08-26,no
C00675,53.0,29388.44,102,city_39,,False,2022-12-15,no
C00676,32.0,43180.53,70,city_2,basic,True,2022-01-18,yes
C00677,40.0,63935.94,8,city_27,basic,True,2022-08-02,yes
C00678,70.0,,7,city_30,enterprise,True,2022-10-18,no
C00679,43.0,,14,city_27,enterprise,True,2021-11-24,no
C00680,71.0,32572.43,89,city_16,basic,True,2020-08-18,no
C00681,73.0,22592.27,96,city_36,enterprise,True,2023-06-06,no
C00682,43.0,36420.92,36,city_31,basic,True,2020-05-15,yes
C00683,64.0,61957.67,4,city_37,basic,True,2023-11-06,yes
C00684,48.0,33536.24,76,city_37,basic,True,2021-12-25,no
C00685,60.0,15655.41,61,city_39,pro,True,2022-07-03,yes
C00686,30.0,39157.3,19,city_13,enterprise,True,2023-04-14,no
C00687,64.0,76990.32,85,city_11,pro,False,2023-11-02,no
C00688,63.0,,44,city_7,basic,True,2023-11-06,yes
C00689,41.0,45358.74,112,city_16,basic,True,2021-02-02,no
C00690,56.0,38592.98,99,city_6,,True,2021-05-27,no
C00691,74.0,44766.15,85,city_29,basic,True,2021-01-06,yes
C00692,42.0,35821.92,51,city_12,,True,2022-01-26,yes
C00693,40.0,18868.19,20,city_8,pro,False,2020-03-13,yes
C00694,45.0,22861.42,105,city_6,pro,False,2023-10-26,no
C00695,20.0,18600.84,69,city_7,pro,False,2023-08-02,yes
C00696,68.0,14956.85,109,city_36,pro,True,2020-10-06,no
C00697,36.0,38884.0,97,city_13,basic,False,2022-04-08,no
C00698,61.0,29067.49,44,city_5,pro,False,2020-07-07,yes
C00699,55.0,58440.89,61,city_30,pro,True,2021-02-09,no
C00700,35.0,,5,city_1,pro,False,2023-08-01,yes
C00701,70.0,12664.35,5,city_2,basic,False,2022-07-13,yes
C00702,35.0,,47,city_30,basic,True,2021-04-11,yes
C00703,22.0,88442.11,94,city_32,,False,2022-07-03,no
C00704,43.0,64239.8,0,city_38,pro,True,2021-10-08,yes
C00705,47.0,59825.59,10,city_5,basic,False,2023-07-11,yes
C00706,29.0,18602.51,86,city_22,pro,False,2021-10-26,no
C00707,55.0,24677.17,4,city_21,basic,False,2020-05-19,yes
C00708,49.0,179961.87,30,city_14,basic,False,2023-04-05,no
C00709,21.0,26772.87,118,city_29,pro,False,2022-10-02,yes
C00710,48.0,35567.64,97,city_10,enterprise,True,2021-09-20,no
C00711,31.0,37747.71,46,city_27,,True,2023-09-25,yes
C00712,23.0,44747.99,58,city_23,basic,True,2023-11-10,yes
C00713,74.0,67704.99,7,city_4,basic,False,2020-02-03,yes
C00714,57.0,64188.6,89,city_2,pro,False,2023-09-22,no
C00715,18.0,47971.13,49,city_34,basic,False,2022-01-29,yes
C00716,60.0,69681.83,32,city_8,basic,True,2022-05-04,no
C00717,62.0,29232.45,85,city_30,pro,True,2022-07-28,no
C00718,74.0,32231.37,119,city_24,basic,True,2023-11-19,no
C00719,33.0,40187.15,17,city_16,enterprise,True,2022-05-08,yes
C00720,71.0,14163.24,32,city_18,pro,True,2023-08-14,no
C00721,54.0,,66,city_39,enterprise,False,2021-03-28,no
C00722,62.0,27987.0,54,city_2,pro,True,2020-01-28,no
C00723,31.0,54061.78,11,city_11,pro,False,2020-09-20,no
C00724,50.0,26967.49,55,city_3,basic,True,2022-07-24,yes
C00725,70.0,20999.34,98,city_8,pro,True,2021-04-08,no
C00726,73.0,25257.72,79,city_26,pro,True,2020-10-30,no
C00727,50.0,50978.6,49,city_0,basic,False,2020-11-03,yes
C00728,72.0,46876.18,118,city_23,pro,False,2023-08-19,no
C00729,29.0,29715.02,95,city_12,basic,False,2023-05-27,yes
C00730,61.0,17227.52,85,city_10,enterprise,True,2020-04-25,no
C00731,19.0,,17,city_38,pro,True,2023-09-27,yes
C00732,50.0,43338.41,119,city_33,enterprise,True,2020-02-28,no
C00733,57.0,15095.75,16,city_39,enterprise,True,2022-03-19,no
C00734,24.0,27697.87,111,city_10,pro,True,2023-01-04,yes
C00735,,13050.54,37,city_15,enterprise,False,2022-10-25,no
C00736,21.0,35021.98,20,city_26,pro,True,2021-03-02,yes
C00737,56.0,76708.89,63,city_1,pro,True,2021-07-08,yes
C00738,73.0,38099.8,74,city_15,enterprise,False,2021-04-22,no
C00739,48.0,20223.93,48,city_16,pro,True,2023-12-04,yes
C00740,22.0,43489.5,74,city_30,pro,True,2023-03-26,no
C00741,45.0,79890.81,70,city_13,enterprise,True,2020-04-23,no
C00742,58.0,,1,city_34,,True,2022-12-30,yes
C00743,48.0,,110,city_34,basic,True,2024-01-31,no
C00744,44.0,43041.99,49,city_33,pro,True,2021-01-20,no
C00745,64.0,24073.57,83,city_39,pro,True,2021-11-30,no
C00746,73.0,14878.79,88,city_30,pro,True,2021-03-17,no
C00747,59.0,34487.48,86,city_27,enterprise,False,2023-12-22,no
C00748,72.0,23709.9,87,city_34,pro,True,2023-12-16,yes
C00749,69.0,56564.28,109,city_8,enterprise,False,2023-12-20,no
C00750,44.0,117047.59,52,city_5,pro,True,2022-07-22,no
C00751,45.0,,5,city_16,enterprise,True,2021-04-11,no
C00752,43.0,33301.76,38,city_2,basic,True,2021-11-05,yes
C00753,20.0,,15,city_10,basic,True,2022-08-26,yes
C00754,39.0,68967.85,95,city_36,pro,True,2022-07-10,no
C00755,62.0,61894.99,83,city_16,enterprise,True,2023-12-29,no
C00756,38.0,34593.45,3,city_32,,False,2021-12-30,yes
C00757,28.0,22127.49,12,city_18,pro,True,2023-01-07,yes
C00758,67.0,55182.01,111,city_1,basic,True,2022-01-09,no
C00759,,30590.53,76,city_35,basic,False,2021-04-14,yes
C00760,55.0,32289.38,4,city_15,basic,False,2022-07-02,yes
C00761,62.0,25170.11,107,city_18,basic,True,2023-09-12,no
C00762,67.0,39680.53,48,city_13,,True,2022-07-19,no
C00763,36.0,55415.06,43,city_16,enterprise,True,2020-06-20,no
C00764,63.0,22725.4,84,city_31,pro,True,2021-12-09,yes
C00765,35.0,36589.96,17,city_26,pro,True,2021-12-22,yes
C00766,73.0,46873.61,71,city_15,basic,True,2022-07-26,no
C00767,64.0,,89,city_10,basic,True,2023-08-01,no
C00768,35.0,17948.62,81,city_9,basic,True,2022-09-17,no
C00769,52.0,,43,city_29,pro,True,2023-07-31,yes
C00770,26.0,24586.61,112,city_17,pro,True,2023-10-26,no
C00771,72.0,33021.57,17,city_10,enterprise,True,2022-05-21,no
C00772,31.0,58170.07,82,city_24,basic,True,2022-11-06,yes
C00773,65.0,90454.84,105,city_0,pro,False,2021-02-10,no
C00774,23.0,23260.71,42,city_27,pro,True,2021-09-21,yes
C00775,40.0,41555.05,26,city_38,pro,True,2020-06-14,yes
C00776,58.0,21748.28,42,city_9,,True,2023-07-13,yes
C00777,69.0,20662.03,22,city_18,enterprise,True,2021-02-01,no
C00778,36.0,41499.93,12,city_35,pro,True,2021-01-17,no
C00779,19.0,27426.37,51,city_3,pro,True,2021-10-27,yes
C00780,63.0,42638.07,68,city_24,basic,True,2022-09-01,no
C00781,71.0,13939.14,81,city_19,enterprise,False,2021-01-25,no
C00782,50.0,22082.03,49,city_4,pro,True,2021-05-12,no
C00783,70.0,52296.76,1,city_6,basic,True,2021-04-22,yes
C00784,69.0,39292.53,63,city_8,,True,2024-01-11,no
C00785,25.0,65645.97,7,city_35,basic,False,2024-01-29,yes
C00786,22.0,65890.46,53,city_17,basic,True,2020-12-25,no
C00787,47.0,17723.39,61,city_24,pro,True,2022-11-08,no
C00788,30.0,,26,city_36,pro,False,2022-12-03,no
C00789,54.0,103341.06,34,city_27,pro,True,2023-06-10,no
C00790,18.0,,64,city_13,basic,True,2020-11-03,yes
C00791,55.0,58053.49,51,city_21,basic,False,2023-09-14,yes
C00792,20.0,37517.86,42,city_39,basic,False,2021-05-17,yes
C00793,65.0,66582.76,82,city_20,basic,True,2020-07-07,yes
C00794,39.0,56864.74,49,city_35,basic,False,2020-09-28,yes
C00795,40.0,59079.11,90,city_2,pro,False,2020-09-13,no
C00796,27.0,30122.85,90,city_7,pro,True,2024-01-28,yes
C00797,48.0,13225.36,104,city_29,,True,2021-09-26,no
C00798,40.0,61470.8,62,city_25,pro,True,2021-11-18,yes
C00799,73.0,28100.55,117,city_26,basic,False,2023-02-23,no
